"key","title","year","journal","authors","language","abstract","doi","keywords","reviewer","status"
"rayyan-353831124","Habitat selection by predators and prey in communities with asymmetrical intraguild predation",2001,"OIKOS","Heithaus, MR","English","Competition and predation have broad ecological consequences as they may influence individual behavior and community structure. In some cases, they are linked and predator and prey are also competitors (intraguild predation). I present a game theoretic model of habitat use by predators and prey under conditions of asymmetrical intraguild predation. This model predicts that when the diet of intraguild predators is restricted to intraguild prey and the resource for which predators and prey compete (the basal resource), co-occurrence is only stable when dietary overlap is low and productivity of the basal resource is not high. The addition of alternative resources for predators results in co-occurrence under all conditions. Variation in alternative resource productivity produces a continuum of intraguild prey distributions from matching relative habitat safety, to one that reflects both food and predation risk. When there is a substantial alternative resource for predators, the distribution of predators matches that of alternative resource availability while the distribution of prey is influenced by both habitat riskiness and food availability. The density and distribution of the predator's alternative resource thus influence habitat selection by the intraguild prey. This stresses the importance of indirect interactions in structuring habitat use in communities and the need to view habitat selection in a community context.","10.1034/j.1600-0706.2001.920315.x     WE  - Science Citation Index Expanded (SCI-EXPANDED)","IDEAL FREE DISTRIBUTIONS;FOOD-WEB COMPLEXITY;ENERGETIC EQUIVALENCE;RISK;COMPETITORS;ECOLOGY;GAME;DOGS;Prednisolone;Ecosystem","Shawn","Included"
"rayyan-353831138","Changes in antipredator vigilance over time caused by a war of attrition between predator and prey",2012,"BEHAVIORAL ECOLOGY","Beauchamp, G and Ruxton, GD","English","Prey animals often move from patch to patch in search of food and must evaluate the likelihood that a predator is present in each patch to adjust their antipredator behavior. This is important because a prey animal might have inadvertently arrived at a patch on which a sit-and-wait predator is lurking, a common situation in many species of animals. In a simulation model, we explore how long the ambushing predator should wait before attacking the prey animal and how the prey animal can adjust its vigilance in response. We adopted a war-of-attrition framework where the predator selects randomly an attack time from a distribution to keep the prey guessing and where the prey also keep the predator guessing by selecting randomly a time at which to switch from high to low vigilance. We found that an evolutionarily stable solution can emerge in this game and has the following form under a broad range of ecological conditions: the predator attacks early and the prey adopts a high vigilance early and then switches later to a lower vigilance. The results indicate that antipredator vigilance may change as a function of time rather than being a constant value as assumed in most vigilance models. We conclude that the uncertainty that ambushing predators and their prey must plant in the minds of the other can have important consequences for the evolution of predator and prey tactics.","10.1093/beheco/arr181     WE  - Science Citation Index Expanded (SCI-EXPANDED)","antipredator vigilance;predator-prey relationship;time;war of attrition;WAITING GAME;BEHAVIOR;RISK;PATTERNS;RANDOMNESS;EVOLUTION;FLOCKING;War;Prednisolone","Shawn","Included"
"rayyan-353831148","A nonlocal reaction-diffusion prey-predator model with free boundary",2020,"COMPUTERS & MATHEMATICS WITH APPLICATIONS","Li, CL","English","This paper is concerned with a nonlocal reaction-diffusion prey-predator model with free boundary. The spatial-temporal risk index R-0(P)(t) which is threshold value, is introduced for this model. The global existence of positive solutions is proved and the long-time behavior of positive solutions is investigated. The sufficient conditions are found for vanishing of predators and the establishment of themselves in new environment. Furthermore, the spreading-vanishing criteria are established. The results show that the predators will vanish finally and not establish themselves if the sizes of habitant and spreading coefficient are relatively small or the initial value of predators is also relatively small with R-0(p)(0) < 1, and the predators will achieve if initial values of predators and preys are relatively big or R-0(p)(t(0)) > 1 for t(0) > 0. (C) 2019 Elsevier Ltd. All rights reserved.","10.1016/j.camwa.2019.07.004     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Free boundary;Criteria;Risk index;Long-time behavior;SPREADING SPEED;DISPERSAL;EXISTENCE;EVOLUTION;EQUATION;SYSTEM;Prednisolone","Shawn","Included"
"rayyan-353831173","Modelling responses in vigilance rates to arrivals to and departures from a group of foragers",1998,"IMA JOURNAL OF MATHEMATICS APPLIED IN MEDICINE AND BIOLOGY","Broom, M and Ruxton, GD","English","Feeding birds must balance food gathering against predation risk. Group foraging is generally considered as a strategy for optimizing this trade-off. Previous modelling studies assumed that group sizes were static and that all group members are informed of an imminent predator attack if one of them detects it. These models implicitly assumed that birds could estimate group size, and adopt a fixed rate of anti-predator vigilance scanning. Recent empirical results suggest that group sizes are generally dynamic rather than static and the group members are often unaware of another's detection of imminent attack. It has also been observed that vigilance rates are not static but change after the arrival or departure of another. Here, we present a model which allows feeding-group size (and individuals' vigilance rates) to vary dynamically, and investigate the implications which this has for the optimum trade-off between foraging and avoiding predation. We find that newly arrived birds should generally be the most vigilant and that vigilance rates should decrease after the arrival of another into the feeding group but increase after a departure. Vigilance rates should increase as the cost of predator attack increases or if the reward rate from foraging decreases. Vigilance should increase if predator attacks are more common but decrease if predators require a longer time undetected to approach the feeding group. In common with many experimental studies, we observe that vigilance rates decrease as the average number of birds feeding together increases. Hence, the main conclusion of previous works (that foraging in groups is an effective strategy for balancing the conflicting pressures of foraging and avoiding predation) is obtained by our model, despite relaxing several previously used assumptions. Finally, we discuss some of the open questions related to group vigilance and how extensions to our modelling framework might be used to address these.","","co-operation;flocking;foraging;game theory;predation;strategy;GROUP-SIZE;ANTIPREDATORY VIGILANCE;PREDATION;BEHAVIOR","Shawn","Maybe"
"rayyan-353831192","PATTERN FORMATION OF A PREDATOR-PREY MODEL WITH THE COST OF ANTI-PREDATOR BEHAVIORS",2018,"MATHEMATICAL BIOSCIENCES AND ENGINEERING","Wang, XY and Zou, XF","English","We propose and analyse a reaction-diffusion-advection predator prey model in which we assume that predators move randomly but prey avoid predation by perceiving a repulsion along predator density gradient. Based on recent experimental evidence that anti-predator behaviors alone lead to a 40% reduction on prey reproduction rate, we also incorporate the cost of anti predator responses into the local reaction terms in the model. Sufficient and necessary conditions of spatial pattern formation are obtained for various functional responses between prey and predators. By mathematical and numerical analyses, we find that small prey sensitivity to predation risk may lead to pattern formation if the Holling type II functional response or the Beddington-DeAngelis functional response is adopted while large cost of anti-predator behaviors homogenises the system by excluding pattern formation. However, the ratio-dependent functional response gives an opposite result where large predator-taxis may lead to pattern formation but small cost of anti -predator behaviors inhibits the emergence of spatial heterogeneous solutions.","10.3934/mbe.2018035     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Pattern formation;stability;predator-prey model;anti-predator behaviors;bifurcation;global stability;SPATIOTEMPORAL COMPLEXITY;MUTUAL INTERFERENCE;GLOBAL BIFURCATION;PATCHY INVASION;SYSTEM;DYNAMICS;EXISTENCE;Prednisolone","Shawn","Included"
"rayyan-353831210","Putting predators back into behavioral predator-prey interactions",2002,"TRENDS IN ECOLOGY & EVOLUTION","Lima, SL","English","In the study of behavioral predator-prey interactions, predators have been treated as abstract sources of risk to which prey respond, rather than participants in a larger behavioral interaction. When predators are put back into the picture by allowing them to respond strategically to prey behavior, expectations about prey behavior can change. Something as simple as allowing predators to move in response to prey movements might not only (radically) alter standard expectations of prey behavior, but might also reveal new classes of behavioral phenomena that occur at large spatial scales. Similar revelations undoubtedly await many well-studied aspects of the behavioral interaction between predator and prey. Most examples studied to date, both theoretical and empirical, require attention from this 'predatory' perspective. Putting predators back into the picture will be challenging, but doing so might change the way in which biologists think about predator-prey interactions in general.","10.1016/S0169-5347(01)02393-X     WE  - Science Citation Index Expanded (SCI-EXPANDED)","IDEAL FREE DISTRIBUTION;ANTIPREDATOR BEHAVIOR;HABITAT SELECTION;FORAGING BEHAVIOR;GAME;RISK;ECOLOGY;EVOLUTION;DECISIONS;MIGRATION;Prednisolone","Shawn","Maybe"
"rayyan-353831229","The impact of Allee effect on a predator-prey system with Holling type II functional response",2010,"APPLIED MATHEMATICS AND COMPUTATION","Zu, JA and Mimura, M","English","In this paper, the Allee effect is incorporated into a predator-prey model with Holling type II functional response. Compared with the predator-prey model without Allee effect, we find that the Allee effect of prey species increases the extinction risk of both predators and prey. When the handling time of predators is relatively short and the Allee effect of prey species becomes strong, both predators and prey may become extinct. Moreover, it is shown that the model with Allee effect undergoes the Hopf bifurcation and heteroclinic bifurcation. The Allee effect of prey species can lead to unstable periodical oscillation. It is also found that the positive equilibrium of the model could change from stable to unstable, and then to stable when the strength of Allee effect or the handling time of predators increases continuously from zero, that is, the model admits stability switches as a parameter changes. When the Allee effect of prey species becomes strong, longer handling time of predators may stabilize the coexistent steady state. Crown Copyright (C) 2010 Published by Elsevier Inc. All rights reserved.","10.1016/j.amc.2010.09.029     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Extinction risk;Limit cycle;Heteroclinic cycle;Stability switches;Positive interactions;POSITIVE INTERACTIONS;POPULATION-DYNAMICS;STABILITY;CONSEQUENCES;COMPETITION;EVOLUTION;BEHAVIOR;SUBJECT;MODEL;Prednisolone","Shawn","Maybe"
"rayyan-353831251","THE ROLE OF VIGILANCE ON A DISCRETE-TIME PREDATOR-PREY MODEL",,"DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B","AlSharawi, Z and Pal, N and Chattopadhyay, J","English","The change of behaviors of prey in the form of vigilance significantly affects the dynamics of a predator-prey system. In this paper, we consider a discrete-time predator-prey model, where the vigilance of prey acts as a trade-off between the safety and growth rate of the prey. Mathematical properties such as stability, permanence, both flip and Neimark-Sacker bifurcations of the model are investigated. Numerical simulations are carried out to illustrate the analytical findings and to explore the impact of prey vigilance on the dynamics of the system.","10.3934/dcdsb.2022017     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Predator-prey model;vigilance;stability;flip bifurcation;Neimark-Sacker bifurcation;chaos control;RISK;BEHAVIOR;FEAR;Prednisolone","Shawn","Included"
"rayyan-353831256","Modelling hiding behaviour in a predator-prey system by both integer order and fractional order derivatives",2022,"ECOLOGICAL INFORMATICS","Barman, D and Roy, J and Alam, S","English","Most of the preys are well aware of sensing predation risk. Consequently, to escape from predators they usually adopt several defense mechanisms, specially refuge themselves to become invulnerable. In view of this, a mathematical model has been formulated incorporating prey refuge, where it is assumed that prey refuge is a function of predators availability in the system. It is shown that the model system is well-posed. It has been found that the hiding level and consumption rate of predators have a suitable interrelation between them. Both the parameters act as Hopf bifurcation parameters, but they play opposite role in case of stabilization of the system dynamics. Also, hiding level plays crucial role in maintaining the mean density of both the populations. Furthermore, as hiding behaviour of prey is not instantaneous, so a time delay, namely hiding delay has been introduced to make the model system more realistic and it is observed that the delay parameter destabilizes the system. Modelling approach through fractional calculus has been further deployed to study how the process of forgetting life history influences the dynamical intricacy of the population level dynamics. All the analytical findings have been testified by proper numerical performances.","10.1016/j.ecoinf.2021.101483     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Camouflage;Hiding behaviour;Hopf-bifurcation;Hiding delay;Caputo derivative;Fading memory;JATROPHA-CURCAS;BIFURCATION-ANALYSIS;MATHEMATICAL-MODEL;ANIMAL CAMOUFLAGE;HOPF-BIFURCATION;MOSAIC DISEASE;STABILITY;DYNAMICS;REFUGE;IMPACT;Prednisolone","Shawn","Included"
"rayyan-353831349","WHY PREDATION RATE SHOULD NOT BE PROPORTIONAL TO PREDATOR DENSITY",1993,"ECOLOGY","ABRAMS, PA","English","In most mathematical models of population dynamics in ecological communities, the death rate of prey species is a linearly increasing function of the density of their predator(s). If antipredator behavior is incorporated into such models it becomes very unlikely that prey death rate is a linear function of predator density. In addition, it is possible for the prey death rate to decrease, rather than increase, as a function of the population density of its predator. Decreasing predation rates may be common when the prey organism is attempting to accumulate resources for growth or reproduction. Decreasing predation rates are less likely when the prey organism is attempting to minimize mortality. These results and earlier ones on indirect effects generated by optimal foraging (Abrams 1984, 1991a, b) suggest that higher order interactions should be extremely common in natural communities.     PU  - WILEY     PI  - HOBOKEN     PA  - 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","10.2307/1940800     WE  - Science Citation Index Expanded (SCI-EXPANDED)","ANTIPREDATOR BEHAVIOR;INDIRECT EFFECTS;MATHEMATICAL MODELS;NONLINEAR EFFECTS;OPTIMAL BEHAVIOR;PREDATION;SPECIES INTERACTIONS;FUNCTIONAL-RESPONSES;POPULATION-DYNAMICS;BEHAVIOR;PREY;COMPETITION;RESOURCES;RISK;SYSTEMS;MODEL;Prednisolone","Shawn","Maybe"
"rayyan-353831354","Consumptive and nonconsumptive effects of predators on metacommunities of competing prey",2008,"ECOLOGY","Orrock, JL and Grabowski, JH and Pantel, JH and Peacor, SD and Peckarsky, BL and Sih, A and Werner, EE","English","Although predators affect prey both via consumption and by changing prey migration behavior, the interplay between these two effects is rarely incorporated into spatial models of predator-prey dynamics and competition among prey. We develop a model where generalist predators have consumptive effects (i. e., altering the likelihood of local prey extinction) as well as nonconsumptive effects (altering the likelihood of colonization) on spatially separated prey populations (metapopulations). We then extend this model to explore the effects of predators on competition among prey. We. find that generalist predators can promote persistence of prey metapopulations by promoting prey colonization, but predators can also hasten system-wide extinction by either increasing local extinction or reducing prey migration. By altering rates of prey migration, predators in one location can exert remote control over prey dynamics in another location via predator-mediated changes in prey flux. Thus, the effect of predators may extend well beyond the proportion of patches they visit. In the context of prey metacommunities, predator-mediated shifts in prey migration and mortality can shift the competition-colonization trade-off among competing prey, leading to changes in the prey community as well as changes in the susceptibility of prey species to habitat loss. Consequently, native prey communities may be susceptible to invasion not only by exotic prey species that experience reduced amounts of mortality from resident predators, but also by exotic prey species that exhibit strong dispersal in response to generalist native predators. Ultimately, our work suggests that the consumptive and nonconsumptive effects of generalist predators may have strong, yet potentially cryptic, effects on competing prey capable of mediating coexistence, fostering invasion, and interacting with anthropogenic habitat alteration.","10.1890/07-1024.1     WE  - Science Citation Index Expanded (SCI-EXPANDED)","behavior;competition;consumptive effects;habitat loss;invasion;metacommunity;metapopulation;migration;nonconsumptive effects;predator-prey interactions.;HABITAT DESTRUCTION;CONSPECIFIC ATTRACTION;DYNAMICS;RISK;CONSEQUENCES;COMMUNITIES;COEXISTENCE;DISTURBANCE;EXTINCTION;DEPENDENCE;Prednisolone;Mental Competency","Shawn","Included"
"rayyan-353831362","Dynamics of an autonomous food chain model and existence of global attractor of the associated non-autonomous system",2019,"INTERNATIONAL JOURNAL OF BIOMATHEMATICS","Roy, J and Alam, S","English","In this paper, we have analyzed a tri-trophic food chain model consisting of phytoplankton, zooplankton and fish population in an aquatic environment. Here, the pelagic water column is divided into two layers namely, the upper layer and the lower layer. The zooplankton population makes a diel vertical migration (DVM) from lower portion to upper portion and vice-versa to trade-off between food source and fear from predator (Fish). Here, mathematical model has been developed and analyzed in a rigorous way. Apart from routine calculations like boundedness and positivity of the solution, local stability of the equilibrium points, we performed Hopf bifurcation analysis of the interior equilibrium point of our model system in a systematic way. It is observed that the migratory behavior of zooplankton plays a crucial role in the dynamics of the model system. Both the upward and downward migration rates of DVM leads the system into Hopf bifurcation. The upward migration rate of zooplankton deteriorates the stable coexistence of all the species in the system, whereas the downward migration rate enhance the stability of the system. Further, we analyze the non-autonomous version of the system to capture seasonal effect of environmental variations. We have shown that under certain parametric restrictions periodic coexistence of all the species of our system is possible. Finally, extensive numerical simulation has been performed to support our analytical findings.","10.1142/S1793524519500827     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Food chain model;DVM;Hopf bifurcation;limit cycle;periodic solution;global attractor;POSITIVE PERIODIC-SOLUTION;DIEL VERTICAL MIGRATION;ADAPTIVE SIGNIFICANCE;PREDATOR;ZOOPLANKTON;DAPHNIA;DELAY;AVAILABILITY;BEHAVIOR;PLANKTON","Shawn","Included"
"rayyan-353831373","Qualitative analysis of additional food provided predator-prey system with anti-predator behaviour in prey",2019,"NONLINEAR DYNAMICS","Prasad, KD and Prasad, BSRV","English","Predator-prey interactions are the most common phenomena in the natural population, which are widely exploited for control of economically damaging pest species in an eco-friendly manner. It is proven that the pest adopts several mechanisms for overcoming the predation pressure. Two such techniques which are not well studied in the literature are group defence, anti-predator behaviour in prey. Anti-predator behaviour of prey is a counterattacking technique, in which adult prey attacks the juvenile predators to reduce the future predation pressure. From the existing experimental studies, it is observed that the anti-predator behaviour of the pest can have adverse effects on the biological control programmes. One of the ways to overcome the loss due to anti-predator behaviour is to cater the predators with some alternative food. In this current work, we have investigated this aspect in a dynamical system framework. This study uncovers many fascinating phenomena. It is found that the considered system displays rich dynamics and demonstrates various bifurcations such as saddle-node bifurcation, (supercritical and subcritical) Hopf bifurcation, homoclinic bifurcation and a Bogdanov-Takens bifurcation of co-dimension 2 are studied. Treating the anti-predator behaviour in prey as one of the control parameters, and by characterising the additional food supplied to the predators, the strategies for achieving the successful biological control are derived.","10.1007/s11071-019-04883-0     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Biological control;Pest;Predator;Additional food;Anti-predator behaviour;Hopf bifurcation;Homoclinic orbit;Bogdanov-Takens bifurcation;ALTERNATIVE FOOD;SUGAR CONCENTRATION;BIOLOGICAL-CONTROL;FEEDING FREQUENCY;PHYTOSEIID MITES;NATURAL ENEMIES;GROUP DEFENSE;CANNIBALISM;MODEL;RISK;Food Additives;Prednisolone","Shawn","Maybe"
"rayyan-353831378","Modeling the Effect of Prey Refuge on a Ratio-Dependent Predator-Prey System with the Allee Effect",2018,"BULLETIN OF MATHEMATICAL BIOLOGY","Verma, M and Misra, AK","English","The extinction of species is a major threat to the biodiversity. The species exhibiting a strong Allee effect are vulnerable to extinction due to predation. The refuge used by species having a strong Allee effect may affect their predation and hence extinction risk. A mathematical study of such behavioral phenomenon may aid in management of many endangered species. However, a little attention has been paid in this direction. In this paper, we have studied the impact of a constant prey refuge on the dynamics of a ratio-dependent predator-prey system with strong Allee effect in prey growth. The stability analysis of the model has been carried out, and a comprehensive bifurcation analysis is presented. It is found that if prey refuge is less than the Allee threshold, the incorporation of prey refuge increases the threshold values of the predation rate and conversion efficiency at which unconditional extinction occurs. Moreover, if the prey refuge is greater than the Allee threshold, situation of unconditional extinction may not occur. It is found that at a critical value of prey refuge, which is greater than the Allee threshold but less than the carrying capacity of prey population, system undergoes cusp bifurcation and the rich spectrum of dynamics exhibited by the system disappears if the prey refuge is increased further.","10.1007/s11538-018-0394-6     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Predator-prey system;Allee effect;Ratio dependent;Prey refuge;Bifurcation;GLOBAL DYNAMICS;BIFURCATIONS;STABILITY;Prednisolone","Shawn","Included"
"rayyan-353831382","Impact of vigilance on the density variations in a food chain model",2022,"ECOLOGICAL COMPLEXITY","Hossain, M and Garai, S and Karmakar, S and Pal, N and Chattopadhyay, J","English","Anti-predator behavior in the form of vigilance greatly influences the dynamics of a predator-prey system. In the present work, we investigate the impact of prey vigilance in a three-species food chain model where both prey and middle predator use vigilance as a survival strategy in the presence of their respective predators. We present basic mathematical results such as local and global stability, bifurcation behavior of the system. We explore the variation of the densities of the populations in different bi-parameter spaces and observe that vigilance plays a crucial role in the survival and extinction of the populations.","10.1016/j.ecocom.2022.100996     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Food chain model;Anti-predator behavior;Vigilance;Stability;Population density variation;HUMAN DISTURBANCE;GLOBAL STABILITY;FLOCK SIZE;PREY;BEHAVIOR;PREDATION;FEAR;CONSEQUENCES;CHAOS;RISK;Food","Shawn","Included"
"rayyan-353831410","A theoretical investigation of the effect of predators on foraging behaviour and energy reserves",2005,"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","McNamara, JM and Barta, Z and Houston, AI and Race, P","English","Data show that when small birds are exposed to a model of a predator, their body mass may either increase or decrease. Although attempts have been made to explain the data using previous models, these models are based on a constant level of predation and hence are not appropriate for making predictions about the response of a bird to the sight of a predator. We have developed a novel model that includes encounters between a bird and potential predators. We show that, depending on the biology of the predator, optimal body mass may either increase or decrease. The model also makes predictions about the foraging behaviour of the bird after it has seen a predator.","10.1098/rspb.2004.3037     WE  - Science Citation Index Expanded (SCI-EXPANDED)","energy reserves;starvation;predation;foraging;minimising mortality;FAT RESERVES;BODY-MASS;ANTIPREDATOR BEHAVIOR;RISK;YELLOWHAMMERS;STARVATION;DOMINANCE;TIT;Prednisolone","Shawn","Maybe"
"rayyan-353831479","Stability and Hopf bifurcation of a delayed reaction-diffusion predator-prey model with anti-predator behaviour",2019,"NONLINEAR ANALYSIS-MODELLING AND CONTROL","Liu, J and Zhang, X","English","In this paper, we study the dynamics of a delayed reaction-diffusion predator-prey model with anti-predator behaviour. By using the theory of partial functional differential equations, Hopf bifurcation of the proposed system with delay as the bifurcation parameter is investigated. It reveals that the discrete time delay has a destabilizing effect in the model, and a phenomenon of Hopf bifurcation occurs as the delay increases through a certain threshold. By utilizing upper-lower solution method, the global asymptotic stability of the interior equilibrium is studied. Finally, numerical simulation results are presented to validate the theoretical analysis.","10.15388/NA.2019.3.5     WE  - Science Citation Index Expanded (SCI-EXPANDED)","delay;stability;Hopf bifurcation;anti-predator;FOOD-CHAIN MODEL;TIME-DELAY;DYNAMICS;SYSTEM;COMPETITION;RISK;Prednisolone","Shawn","Included"
"rayyan-353831481","Ratio-dependent functional response emerges from optimal foraging on a complex landscape",2014,"ECOLOGICAL MODELLING","Liu, RS and DeAngelis, DL and Bryant, JP","English","A spatially implicit consumer-resource model, having the form of the Rosenzweig-MacArthur equations except for density-dependent loss on the consumer, is analyzed. Both the rates of resource intake and of mortality of the consumer are assumed to be proportional to the amount of risk it takes during foraging, and the consumer is assumed to take an amount of risk that maximizes its fitness as a tradeoff between growth and predation. Given these conditions, it is shown that a ratio-dependent functional response for the consumer-resource interaction emerges and that the system is highly stable. (C) 2014 Elsevier B.V. All rights reserved.","10.1016/j.ecolmodel.2014.08.022     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Herbivore-vegetation dynamics;Predation refuges;Optimal foraging;Ratio dependence;Landscape complexity;PREDATOR-PREY INTERACTIONS;DENSITY-DEPENDENCE;ANTIPREDATOR BEHAVIOR;REFUGES;RISK;MORTALITY;DYNAMICS;ECOLOGY","Shawn","Included"
"rayyan-353831518","Behavioral refuges and predator-prey coexistence",2013,"JOURNAL OF THEORETICAL BIOLOGY","Krivan, V","English","The effects of a behavioral refuge caused either by the predator optimal foraging or prey adaptive antipredator behavior on the Gause predator-prey model are studied. It is shown that both of these mechanisms promote predator-prey coexistence either at an equilibrium, or along a limit cycle. Adaptive prey refuge use leads to hysteresis in prey antipredator behavior which allows predator-prey coexistence along a limit cycle. Similarly, optimal predator foraging leads to sigmoidal functional responses with a potential to stabilize predator-prey population dynamics at an equilibrium, or along a limit cycle. (C) 2012 Elsevier Ltd. All rights reserved.","10.1016/j.jtbi.2012.12.016     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Functional response;Hysteresis;Lotka-Volterra model;Population dynamics;Switching;POPULATION-DYNAMICS;ANTIPREDATOR BEHAVIOR;STABILITY;RISK;FOOD;CONSUMPTION;RESPONSES;BALANCE;CHOICE;Prednisolone","Shawn","Included"
"rayyan-353831523","The effect of predator avoidance and travel time delay on the stability of predator-prey metacommunities",2015,"THEORETICAL ECOLOGY","Zhang, YX and Lutscher, F and Guichard, F","English","The stability conditions for an isolated specialist predator-prey community are fairly well understood. The spatial coupling of several such systems through dispersal of individuals can generate new dynamic behavior that is not yet completely understood. Many factors are known to be stabilizing or neutral, e.g., random dispersal or time delays, while others may induce instabilities in some cases but not others, e.g., density-dependent movement. We study the combination of two stabilizing mechanisms in a two-patch Rosenzweig-MacArthur model with a novel density-dependent movement term. Specifically, we assume that prey move between patches according to their perceived predation risk, and we include travel time between patches as a time delay. We show that the combination of mechanisms may be destabilizing even though each mechanism by itself is stabilizing. Our results show that a detailed knowledge of mechanisms and their temporal scales is necessary to correctly predict the stability of a metacommunity.","10.1007/s12080-015-0269-5     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Metacommunity stability;Travel time delay;Density-dependent dispersal;DENSITY-DEPENDENT DISPERSAL;POPULATION-DYNAMICS;PROPAGULE DISPERSAL;MOVEMENT;SYSTEMS;MODELS;PARADOX;ECOLOGY;MARINE;TAXIS;Prednisolone;Travel","Shawn","Included"
"rayyan-353831531","Modulation of predator-prey interactions by the Allee effect",2010,"ECOLOGICAL MODELLING","Verdy, A","English","An Allee effect arising from density-dependent mating success can have significant impacts at the ecosystem level when considered in the context of predator-prey interactions. These are captured by a mathematical model for the exchange of biomass between a structured predator population (continuous weight distribution) and a resource. Because the predator's mating success affects the amount of resources required for the production of offsprings and their future growth into mature organisms, it influences the flux of biomass between trophic levels. Under simple assumptions, the equations can be reduced to an equivalent unstructured predator-prey model in which the Allee effect modulates the predation rate: the mating probability multiplies the rate of predator growth as well as the rate of resource depletion. Implications of the Allee effect for the bifurcation structure and equilibrium densities are examined. The model is compared to a modified version in which the Allee effect instead modulates the assimilation efficiency, hence the mating probability does not appear in the dynamical equation for the resource density. Both models exhibit qualitatively similar dynamics. However, compared to the model in which the Allee effect modulates predation, the model in which the Allee effect modulates assimilation efficiency predicts (i) unrealistically inefficient resource assimilation when predator density is low, (ii) a higher risk of catastrophic extinction resulting from a change in the parameter controlling the strength of the Allee effect, and (iii) no possibility of an increase in population size when the density dependence is enhanced. (C) 2010 Elsevier B.V. All rights reserved.","10.1016/j.ecolmodel.2010.01.005     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Predator-prey dynamics;Allee effect;Mating success;Structured population model;Biomass;CONSEQUENCES;EXTINCTION;STABILITY;BEHAVIOR;Prednisolone","Shawn","Maybe"
"rayyan-353831543","Refuge-mediated predator-prey dynamics and biomass pyramids",2018,"MATHEMATICAL BIOSCIENCES","Wang, H and Thanarajah, S and Gaudreau, P","English","Refuge can greatly influence predator-prey dynamics by movements between the interior and the exterior of a refuge. The presence of refuge for prey decreases predation risk and can have important impacts on the sustainability of a predator-prey system. The principal purpose of this paper is to formulate and analyze a refuge mediated predator-prey model when the refuge is available to protect a portion of prey from predation. We study the effect of the refuge size on the biomass ratio and extend our refuge model to incorporate fishing and predator migration separately. Our study suggests that decreasing the refuge size, increasing the predator fishing, and increasing the predator emigration stabilizes the system. Here, we investigate the dependence of Hopf bifurcation on refuge size in the presence of fishing or predator migration. Moreover, we discuss their effects on the biomass pyramid and establish a condition for the emergence of an inverted biomass pyramid. We perform numerical test and sensitivity analysis to check the robustness of our results and the relative importance of all parameters. We find that high fishing pressure may destroy the inverted biomass pyramid and thus decrease the resilience of reef ecosystems. In addition, increasing the emigration rate or decreasing the immigration rate decreases the predator-prey biomass ratio. An inverted biomass pyramid can occur in the presence of a stable limit cycle.","10.1016/j.mbs.2017.12.007     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Predator-prey model with refuge;Inverted biomass pyramid;Hopf bifurcation;Effects of fishing;Predator migration;MODEL;STABILITY;BIFURCATION;BEHAVIOR;SYSTEM;Prednisolone","Shawn","Included"
